"EmployeeID";"GivenName";"Surname";"DisplayName";"SourceCompany";"SourceDomain";"SourceUserPrincipalName";"TargetCompany";"TargetDomain";"SamAccountName";"UserPrincipalName";"Department";"Title";"TargetOU";"Groups";"Permissions";"ExpectedGPOs"
"MIG0157";"Ella";"Wood";"Ella Wood";"OnlyMAGS";"onlymags.local";"employee0157@onlymags.local";"Mags";"mags.local";"ella.wood";"ella.wood@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0158";"James";"Wilson";"James Wilson";"OnlyMAGS";"onlymags.local";"employee0158@onlymags.local";"Mags";"mags.local";"james.wilson";"james.wilson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0159";"Andrew";"Roberts";"Andrew Roberts";"OnlyMAGS";"onlymags.local";"employee0159@onlymags.local";"Mags";"mags.local";"andrew.roberts";"andrew.roberts@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0160";"Ruby";"Davies";"Ruby Davies";"OnlyMAGS";"onlymags.local";"employee0160@onlymags.local";"Mags";"mags.local";"ruby.davies";"ruby.davies@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0161";"Isabella";"Roberts";"Isabella Roberts";"OnlyMAGS";"onlymags.local";"employee0161@onlymags.local";"Mags";"mags.local";"isabella.roberts";"isabella.roberts@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0162";"Ella";"Ward";"Ella Ward";"OnlyMAGS";"onlymags.local";"employee0162@onlymags.local";"Mags";"mags.local";"ella.ward";"ella.ward@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0163";"Grace";"Baker";"Grace Baker";"OnlyMAGS";"onlymags.local";"employee0163@onlymags.local";"Mags";"mags.local";"grace.baker";"grace.baker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0164";"Sophia";"Morris";"Sophia Morris";"OnlyMAGS";"onlymags.local";"employee0164@onlymags.local";"Mags";"mags.local";"sophia.morris";"sophia.morris@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0165";"Grace";"Walker";"Grace Walker";"OnlyMAGS";"onlymags.local";"employee0165@onlymags.local";"Mags";"mags.local";"grace.walker";"grace.walker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0166";"Emma";"Robinson";"Emma Robinson";"OnlyMAGS";"onlymags.local";"employee0166@onlymags.local";"Mags";"mags.local";"emma.robinson";"emma.robinson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0167";"Ruby";"White";"Ruby White";"OnlyMAGS";"onlymags.local";"employee0167@onlymags.local";"Mags";"mags.local";"ruby.white";"ruby.white@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0168";"Alice";"Allen";"Alice Allen";"OnlyMAGS";"onlymags.local";"employee0168@onlymags.local";"Mags";"mags.local";"alice.allen";"alice.allen@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0169";"Jack";"Allen";"Jack Allen";"OnlyMAGS";"onlymags.local";"employee0169@onlymags.local";"Mags";"mags.local";"jack.allen";"jack.allen@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0170";"Grace";"Wright";"Grace Wright";"OnlyMAGS";"onlymags.local";"employee0170@onlymags.local";"Mags";"mags.local";"grace.wright";"grace.wright@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0171";"George";"Roberts";"George Roberts";"OnlyMAGS";"onlymags.local";"employee0171@onlymags.local";"Mags";"mags.local";"george.roberts";"george.roberts@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0172";"Ella";"Allen";"Ella Allen";"OnlyMAGS";"onlymags.local";"employee0172@onlymags.local";"Mags";"mags.local";"ella.allen";"ella.allen@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0173";"Emily";"Robinson";"Emily Robinson";"OnlyMAGS";"onlymags.local";"employee0173@onlymags.local";"Mags";"mags.local";"emily.robinson";"emily.robinson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0174";"Alfred";"Clark";"Alfred Clark";"OnlyMAGS";"onlymags.local";"employee0174@onlymags.local";"Mags";"mags.local";"alfred.clark";"alfred.clark@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0175";"Sarah";"Wood";"Sarah Wood";"OnlyMAGS";"onlymags.local";"employee0175@onlymags.local";"Mags";"mags.local";"sarah.wood";"sarah.wood@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0176";"Isabella";"Ward";"Isabella Ward";"OnlyMAGS";"onlymags.local";"employee0176@onlymags.local";"Mags";"mags.local";"isabella.ward";"isabella.ward@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0177";"Matthew";"White";"Matthew White";"OnlyMAGS";"onlymags.local";"employee0177@onlymags.local";"Mags";"mags.local";"matthew.white";"matthew.white@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0178";"Emma";"Scott";"Emma Scott";"OnlyMAGS";"onlymags.local";"employee0178@onlymags.local";"Mags";"mags.local";"emma.scott";"emma.scott@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0179";"Lucy";"Cooper";"Lucy Cooper";"OnlyMAGS";"onlymags.local";"employee0179@onlymags.local";"Mags";"mags.local";"lucy.cooper";"lucy.cooper@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0180";"Benjamin";"Jones";"Benjamin Jones";"OnlyMAGS";"onlymags.local";"employee0180@onlymags.local";"Mags";"mags.local";"benjamin.jones";"benjamin.jones@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0181";"Isabella";"King";"Isabella King";"OnlyMAGS";"onlymags.local";"employee0181@onlymags.local";"Mags";"mags.local";"isabella.king";"isabella.king@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0182";"Grace";"Clarke";"Grace Clarke";"OnlyMAGS";"onlymags.local";"employee0182@onlymags.local";"Mags";"mags.local";"grace.clarke";"grace.clarke@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0183";"Thomas";"Hill";"Thomas Hill";"OnlyMAGS";"onlymags.local";"employee0183@onlymags.local";"Mags";"mags.local";"thomas.hill";"thomas.hill@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0184";"Amber";"Robinson";"Amber Robinson";"OnlyMAGS";"onlymags.local";"employee0184@onlymags.local";"Mags";"mags.local";"amber.robinson";"amber.robinson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0185";"Olivia";"Jones";"Olivia Jones";"OnlyMAGS";"onlymags.local";"employee0185@onlymags.local";"Mags";"mags.local";"olivia.jones";"olivia.jones@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0186";"Charles";"Scott";"Charles Scott";"OnlyMAGS";"onlymags.local";"employee0186@onlymags.local";"Mags";"mags.local";"charles.scott";"charles.scott@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0187";"Alice";"Johnson";"Alice Johnson";"OnlyMAGS";"onlymags.local";"employee0187@onlymags.local";"Mags";"mags.local";"alice.johnson";"alice.johnson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0188";"Alfred";"Hughes";"Alfred Hughes";"OnlyMAGS";"onlymags.local";"employee0188@onlymags.local";"Mags";"mags.local";"alfred.hughes";"alfred.hughes@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0189";"Lily";"Roberts";"Lily Roberts";"OnlyMAGS";"onlymags.local";"employee0189@onlymags.local";"Mags";"mags.local";"lily.roberts";"lily.roberts@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0190";"Amber";"Roberts";"Amber Roberts";"OnlyMAGS";"onlymags.local";"employee0190@onlymags.local";"Mags";"mags.local";"amber.roberts";"amber.roberts@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0191";"Emma";"Johnson";"Emma Johnson";"OnlyMAGS";"onlymags.local";"employee0191@onlymags.local";"Mags";"mags.local";"emma.johnson";"emma.johnson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0192";"Noah";"Clark";"Noah Clark";"OnlyMAGS";"onlymags.local";"employee0192@onlymags.local";"Mags";"mags.local";"noah.clark";"noah.clark@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0193";"Ethan";"Clark";"Ethan Clark";"OnlyMAGS";"onlymags.local";"employee0193@onlymags.local";"Mags";"mags.local";"ethan.clark";"ethan.clark@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0194";"Alice";"Scott";"Alice Scott";"OnlyMAGS";"onlymags.local";"employee0194@onlymags.local";"Mags";"mags.local";"alice.scott";"alice.scott@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0195";"Charlotte";"Baker";"Charlotte Baker";"OnlyMAGS";"onlymags.local";"employee0195@onlymags.local";"Mags";"mags.local";"charlotte.baker";"charlotte.baker@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0196";"Michael";"Ward";"Michael Ward";"OnlyMAGS";"onlymags.local";"employee0196@onlymags.local";"Mags";"mags.local";"michael.ward";"michael.ward@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0197";"Lucy";"Roberts";"Lucy Roberts";"OnlyMAGS";"onlymags.local";"employee0197@onlymags.local";"Mags";"mags.local";"lucy.roberts";"lucy.roberts@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0198";"Alice";"Hughes";"Alice Hughes";"OnlyMAGS";"onlymags.local";"employee0198@onlymags.local";"Mags";"mags.local";"alice.hughes";"alice.hughes@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0199";"Henry";"Baker";"Henry Baker";"OnlyMAGS";"onlymags.local";"employee0199@onlymags.local";"Mags";"mags.local";"henry.baker";"henry.baker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0200";"Matthew";"Jones";"Matthew Jones";"OnlyMAGS";"onlymags.local";"employee0200@onlymags.local";"Mags";"mags.local";"matthew.jones";"matthew.jones@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
